   0.0000000e+00   0.0000000e+00             1.0
   1.0010010e-02   2.9956126e-05   1.0000041e+00
   2.0020020e-02   5.9915893e-05   1.0000164e+00
   3.0030030e-02   8.9882940e-05   1.0000370e+00
   4.0040040e-02   1.1986090e-04   1.0000658e+00
   5.0050050e-02   1.4985342e-04   1.0001028e+00
   6.0060060e-02   1.7986413e-04   1.0001480e+00
   7.0070070e-02   2.0989666e-04   1.0002015e+00
   8.0080080e-02   2.3995463e-04   1.0002632e+00
   9.0090090e-02   2.7004166e-04   1.0003331e+00
   1.0010010e-01   3.0016138e-04   1.0004113e+00
   1.1011011e-01   3.3031738e-04   1.0004978e+00
   1.2012012e-01   3.6051328e-04   1.0005926e+00
   1.3013013e-01   3.9075266e-04   1.0006957e+00
   1.4014014e-01   4.2103912e-04   1.0008070e+00
   1.5015015e-01   4.5137623e-04   1.0009267e+00
   1.6016016e-01   4.8176756e-04   1.0010547e+00
   1.7017017e-01   5.1221666e-04   1.0011911e+00
   1.8018018e-01   5.4272709e-04   1.0013358e+00
   1.9019019e-01   5.7330238e-04   1.0014889e+00
   2.0020020e-01   6.0394605e-04   1.0016504e+00
   2.1021021e-01   6.3466162e-04   1.0018204e+00
   2.2022022e-01   6.6545257e-04   1.0019987e+00
   2.3023023e-01   6.9632239e-04   1.0021856e+00
   2.4024024e-01   7.2727455e-04   1.0023809e+00
   2.5025025e-01   7.5831250e-04   1.0025848e+00
   2.6026026e-01   7.8943967e-04   1.0027971e+00
   2.7027027e-01   8.2065949e-04   1.0030181e+00
   2.8028028e-01   8.5197534e-04   1.0032476e+00
   2.9029029e-01   8.8339063e-04   1.0034858e+00
   3.0030030e-01   9.1490871e-04   1.0037326e+00
   3.1031031e-01   9.4653292e-04   1.0039881e+00
   3.2032032e-01   9.7826659e-04   1.0042524e+00
   3.3033033e-01   1.0101130e-03   1.0045254e+00
   3.4034034e-01   1.0420755e-03   1.0048071e+00
   3.5035035e-01   1.0741573e-03   1.0050977e+00
   3.6036036e-01   1.1063617e-03   1.0053972e+00
   3.7037037e-01   1.1386918e-03   1.0057055e+00
   3.8038038e-01   1.1711509e-03   1.0060229e+00
   3.9039039e-01   1.2037421e-03   1.0063491e+00
   4.0040040e-01   1.2364686e-03   1.0066845e+00
   4.1041041e-01   1.2693335e-03   1.0070289e+00
   4.2042042e-01   1.3023399e-03   1.0073824e+00
   4.3043043e-01   1.3354908e-03   1.0077451e+00
   4.4044044e-01   1.3687894e-03   1.0081169e+00
   4.5045045e-01   1.4022386e-03   1.0084981e+00
   4.6046046e-01   1.4358415e-03   1.0088886e+00
   4.7047047e-01   1.4696010e-03   1.0092885e+00
   4.8048048e-01   1.5035200e-03   1.0096977e+00
   4.9049049e-01   1.5376014e-03   1.0101165e+00
   5.0050050e-01   1.5718482e-03   1.0105448e+00
   5.1051051e-01   1.6062632e-03   1.0109828e+00
   5.2052052e-01   1.6408493e-03   1.0114303e+00
   5.3053053e-01   1.6756092e-03   1.0118877e+00
   5.4054054e-01   1.7105458e-03   1.0123548e+00
   5.5055055e-01   1.7456617e-03   1.0128318e+00
   5.6056056e-01   1.7809597e-03   1.0133187e+00
   5.7057057e-01   1.8164426e-03   1.0138156e+00
   5.8058058e-01   1.8521130e-03   1.0143226e+00
   5.9059059e-01   1.8879735e-03   1.0148397e+00
   6.0060060e-01   1.9240268e-03   1.0153671e+00
   6.1061061e-01   1.9602755e-03   1.0159048e+00
   6.2062062e-01   1.9967222e-03   1.0164529e+00
   6.3063063e-01   2.0333694e-03   1.0170114e+00
   6.4064064e-01   2.0702197e-03   1.0175805e+00
   6.5065065e-01   2.1072755e-03   1.0181603e+00
   6.6066066e-01   2.1445395e-03   1.0187508e+00
   6.7067067e-01   2.1820142e-03   1.0193521e+00
   6.8068068e-01   2.2197018e-03   1.0199644e+00
   6.9069069e-01   2.2576051e-03   1.0205877e+00
   7.0070070e-01   2.2957264e-03   1.0212221e+00
   7.1071071e-01   2.3340681e-03   1.0218678e+00
   7.2072072e-01   2.3726327e-03   1.0225247e+00
   7.3073073e-01   2.4114227e-03   1.0231932e+00
   7.4074074e-01   2.4504405e-03   1.0238732e+00
   7.5075075e-01   2.4896886e-03   1.0245648e+00
   7.6076076e-01   2.5291694e-03   1.0252683e+00
   7.7077077e-01   2.5688854e-03   1.0259836e+00
   7.8078078e-01   2.6088391e-03   1.0267110e+00
   7.9079079e-01   2.6490330e-03   1.0274506e+00
   8.0080080e-01   2.6894698e-03   1.0282024e+00
   8.1081081e-01   2.7301519e-03   1.0289667e+00
   8.2082082e-01   2.7710820e-03   1.0297435e+00
   8.3083083e-01   2.8122628e-03   1.0305331e+00
   8.4084084e-01   2.8536971e-03   1.0313355e+00
   8.5085085e-01   2.8953875e-03   1.0321509e+00
   8.6086086e-01   2.9373371e-03   1.0329795e+00
   8.7087087e-01   2.9795488e-03   1.0338213e+00
   8.8088088e-01   3.0220255e-03   1.0346767e+00
   8.9089089e-01   3.0647706e-03   1.0355457e+00
   9.0090090e-01   3.1077872e-03   1.0364285e+00
   9.1091091e-01   3.1510788e-03   1.0373253e+00
   9.2092092e-01   3.1946490e-03   1.0382362e+00
   9.3093093e-01   3.2385014e-03   1.0391616e+00
   9.4094094e-01   3.2826399e-03   1.0401014e+00
   9.5095095e-01   3.3270686e-03   1.0410561e+00
   9.6096096e-01   3.3717918e-03   1.0420256e+00
   9.7097097e-01   3.4168141e-03   1.0430103e+00
   9.8098098e-01   3.4621403e-03   1.0440104e+00
   9.9099099e-01   3.5077753e-03   1.0450261e+00
   1.0010010e+00   3.5537246e-03   1.0460575e+00
   1.0110110e+00   3.5999938e-03   1.0471050e+00
   1.0210210e+00   3.6465891e-03   1.0481688e+00
   1.0310310e+00   3.6935169e-03   1.0492492e+00
   1.0410410e+00   3.7407840e-03   1.0503463e+00
   1.0510511e+00   3.7883978e-03   1.0514604e+00
   1.0610611e+00   3.8363662e-03   1.0525919e+00
   1.0710711e+00   3.8846976e-03   1.0537410e+00
   1.0810811e+00   3.9334009e-03   1.0549079e+00
   1.0910911e+00   3.9824858e-03   1.0560930e+00
   1.1011011e+00   4.0319626e-03   1.0572966e+00
   1.1111111e+00   4.0818424e-03   1.0585189e+00
   1.1211211e+00   4.1321371e-03   1.0597604e+00
   1.1311311e+00   4.1828593e-03   1.0610213e+00
   1.1411411e+00   4.2340230e-03   1.0623019e+00
   1.1511512e+00   4.2856427e-03   1.0636027e+00
   1.1611612e+00   4.3377344e-03   1.0649240e+00
   1.1711712e+00   4.3903151e-03   1.0662662e+00
   1.1811812e+00   4.4434031e-03   1.0676296e+00
   1.1911912e+00   4.4970183e-03   1.0690147e+00
   1.2012012e+00   4.5511818e-03   1.0704219e+00
   1.2112112e+00   4.6059165e-03   1.0718516e+00
   1.2212212e+00   4.6612472e-03   1.0733042e+00
   1.2312312e+00   4.7172002e-03   1.0747802e+00
   1.2412412e+00   4.7738043e-03   1.0762801e+00
   1.2512513e+00   4.8310903e-03   1.0778043e+00
   1.2612613e+00   4.8890912e-03   1.0793534e+00
   1.2712713e+00   4.9478430e-03   1.0809279e+00
   1.2812813e+00   5.0073842e-03   1.0825283e+00
   1.2912913e+00   5.0677563e-03   1.0841552e+00
   1.3013013e+00   5.1290041e-03   1.0858092e+00
   1.3113113e+00   5.1911760e-03   1.0874909e+00
   1.3213213e+00   5.2543241e-03   1.0892008e+00
   1.3313313e+00   5.3185044e-03   1.0909396e+00
   1.3413413e+00   5.3837777e-03   1.0927081e+00
   1.3513514e+00   5.4502093e-03   1.0945068e+00
   1.3613614e+00   5.5178696e-03   1.0963366e+00
   1.3713714e+00   5.5868349e-03   1.0981981e+00
   1.3813814e+00   5.6571871e-03   1.1000921e+00
   1.3913914e+00   5.7290149e-03   1.1020195e+00
   1.4014014e+00   5.8024140e-03   1.1039810e+00
   1.4114114e+00   5.8774876e-03   1.1059776e+00
   1.4214214e+00   5.9543472e-03   1.1080101e+00
   1.4314314e+00   6.0331134e-03   1.1100795e+00
   1.4414414e+00   6.1139161e-03   1.1121867e+00
   1.4514515e+00   6.1968960e-03   1.1143328e+00
   1.4614615e+00   6.2822051e-03   1.1165187e+00
   1.4714715e+00   6.3700074e-03   1.1187457e+00
   1.4814815e+00   6.4604807e-03   1.1210149e+00
   1.4914915e+00   6.5538169e-03   1.1233274e+00
   1.5015015e+00   6.6502238e-03   1.1256845e+00
   1.5115115e+00   6.7499262e-03   1.1280875e+00
   1.5215215e+00   6.8531672e-03   1.1305377e+00
   1.5315315e+00   6.9602105e-03   1.1330365e+00
   1.5415415e+00   7.0713412e-03   1.1355855e+00
   1.5515516e+00   7.1868685e-03   1.1381862e+00
   1.5615616e+00   7.3071273e-03   1.1408401e+00
   1.5715716e+00   7.4324809e-03   1.1435490e+00
   1.5815816e+00   7.5633231e-03   1.1463145e+00
   1.5915916e+00   7.7000814e-03   1.1491386e+00
   1.6016016e+00   7.8432197e-03   1.1520232e+00
   1.6116116e+00   7.9932417e-03   1.1549703e+00
   1.6216216e+00   8.1506946e-03   1.1579819e+00
   1.6316316e+00   8.3161733e-03   1.1610604e+00
   1.6416416e+00   8.4903245e-03   1.1642080e+00
   1.6516517e+00   8.6738518e-03   1.1674271e+00
   1.6616617e+00   8.8675210e-03   1.1707204e+00
   1.6716717e+00   9.0721660e-03   1.1740904e+00
   1.6816817e+00   9.2886955e-03   1.1775400e+00
   1.6916917e+00   9.5181000e-03   1.1810722e+00
   1.7017017e+00   9.7614601e-03   1.1846900e+00
   1.7117117e+00   1.0019955e-02   1.1883968e+00
   1.7217217e+00   1.0294872e-02   1.1921959e+00
   1.7317317e+00   1.0587620e-02   1.1960910e+00
   1.7417417e+00   1.0899736e-02   1.2000859e+00
   1.7517518e+00   1.1232904e-02   1.2041846e+00
   1.7617618e+00   1.1588969e-02   1.2083913e+00
   1.7717718e+00   1.1969949e-02   1.2127106e+00
